step_id,process_id,product_id,step_name,step_type,responsible_dept,responsible_person,predecessor_steps,planned_duration,actual_duration,start_time,end_time,status
PROD0009_V1_STEP012,PROD0009_V1,PROD0009,信息披露发布,披露,披露部,披露部_3号员工,STEP011,1.0,0.7,2023-04-23 18:28:15,2023-04-23 19:10:09,有问题
PROD0009_V2_STEP001,PROD0009_V2,PROD0009,交易指令接收,交易,交易部,交易部_2号员工,,1.0,0.6,2023-07-09 09:00:00,2023-07-09 09:36:13,有问题
PROD0009_V2_STEP002,PROD0009_V2,PROD0009,交易执行,交易,交易部,交易部_4号员工,STEP001,2.0,0.85,2023-07-09 09:36:13,2023-07-09 10:27:00,已完成
PROD0009_V2_STEP003,PROD0009_V2,PROD0009,交易确认,交易,交易部,交易部_2号员工,STEP002,1.0,0.57,2023-07-09 10:27:00,2023-07-09 11:01:22,已完成
PROD0009_V2_STEP004,PROD0009_V2,PROD0009,清算数据接收,清算,清算部,清算部_3号员工,STEP003,2.0,0.92,2023-07-09 11:01:22,2023-07-09 11:56:30,有问题
PROD0009_V2_STEP005,PROD0009_V2,PROD0009,清算处理,清算,清算部,清算部_2号员工,STEP004,2.0,1.89,2023-07-09 11:56:30,2023-07-09 13:49:50,有问题
PROD0009_V2_STEP006,PROD0009_V2,PROD0009,托管行清算核对,清算,清算部,清算部_3号员工,STEP005,2.0,1.31,2023-07-09 13:49:50,2023-07-09 15:08:09,已完成
PROD0009_V2_STEP007,PROD0009_V2,PROD0009,估值数据准备,估值,估值部,估值部_4号员工,STEP006,1.0,0.67,2023-07-09 15:08:09,2023-07-09 15:48:17,已完成
PROD0009_V2_STEP008,PROD0009_V2,PROD0009,估值计算,估值,估值部,估值部_5号员工,STEP007,2.0,1.86,2023-07-09 15:48:17,2023-07-09 17:40:07,已完成
PROD0009_V2_STEP009,PROD0009_V2,PROD0009,托管行估值核对,估值,估值部,估值部_2号员工,STEP008,2.0,1.5,2023-07-09 17:40:07,2023-07-09 19:10:02,已完成
PROD0009_V2_STEP010,PROD0009_V2,PROD0009,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.56,2023-07-09 19:10:02,2023-07-09 19:43:26,有问题
PROD0009_V2_STEP011,PROD0009_V2,PROD0009,信息披露准备,披露,披露部,披露部_1号员工,STEP010,1.0,0.53,2023-07-09 19:43:26,2023-07-09 20:14:57,有问题
PROD0009_V2_STEP012,PROD0009_V2,PROD0009,信息披露发布,披露,披露部,披露部_3号员工,STEP011,1.0,0.56,2023-07-09 20:14:57,2023-07-09 20:48:27,已完成
PROD0010_V1_STEP001,PROD0010_V1,PROD0010,交易指令接收,交易,交易部,交易部_3号员工,,1.0,0.73,2023-08-02 09:00:00,2023-08-02 09:43:45,有问题
PROD0010_V1_STEP002,PROD0010_V1,PROD0010,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,1.2,2023-08-02 09:43:45,2023-08-02 10:56:00,已完成
PROD0010_V1_STEP003,PROD0010_V1,PROD0010,交易确认,交易,交易部,交易部_1号员工,STEP002,1.0,0.56,2023-08-02 10:56:00,2023-08-02 11:29:52,已完成
PROD0010_V1_STEP004,PROD0010_V1,PROD0010,清算数据接收,清算,清算部,清算部_4号员工,STEP003,2.0,1.43,2023-08-02 11:29:52,2023-08-02 12:55:43,有问题
PROD0010_V1_STEP005,PROD0010_V1,PROD0010,清算处理,清算,清算部,清算部_5号员工,STEP004,3.0,2.63,2023-08-02 12:55:43,2023-08-02 15:33:44,已完成
PROD0010_V1_STEP006,PROD0010_V1,PROD0010,托管行清算核对,清算,清算部,清算部_4号员工,STEP005,2.0,1.42,2023-08-02 15:33:44,2023-08-02 16:58:45,已完成
PROD0010_V1_STEP007,PROD0010_V1,PROD0010,估值数据准备,估值,估值部,估值部_1号员工,STEP006,2.0,0.87,2023-08-02 16:58:45,2023-08-02 17:51:07,已完成
PROD0010_V1_STEP008,PROD0010_V1,PROD0010,估值计算,估值,估值部,估值部_1号员工,STEP007,3.0,2.61,2023-08-02 17:51:07,2023-08-02 20:27:47,已完成
PROD0010_V1_STEP009,PROD0010_V1,PROD0010,托管行估值核对,估值,估值部,估值部_4号员工,STEP008,2.0,1.27,2023-08-02 20:27:47,2023-08-02 21:43:49,已完成
PROD0010_V1_STEP010,PROD0010_V1,PROD0010,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.65,2023-08-02 21:43:49,2023-08-02 22:22:36,已完成
PROD0010_V1_STEP011,PROD0010_V1,PROD0010,信息披露准备,披露,披露部,披露部_3号员工,STEP010,2.0,0.99,2023-08-02 22:22:36,2023-08-02 23:21:42,已完成
PROD0010_V1_STEP012,PROD0010_V1,PROD0010,信息披露审核,披露,披露部,披露部_4号员工,STEP011,2.0,0.99,2023-08-02 23:21:42,2023-08-03 00:21:21,已完成
PROD0010_V1_STEP013,PROD0010_V1,PROD0010,信息披露发布,披露,披露部,披露部_4号员工,STEP012,1.0,0.72,2023-08-03 00:21:21,2023-08-03 01:04:34,已完成
PROD0010_V2_STEP001,PROD0010_V2,PROD0010,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.54,2023-06-23 09:00:00,2023-06-23 09:32:12,已完成
PROD0010_V2_STEP002,PROD0010_V2,PROD0010,交易执行,交易,交易部,交易部_3号员工,STEP001,2.0,1.17,2023-06-23 09:32:12,2023-06-23 10:42:08,已完成
PROD0010_V2_STEP003,PROD0010_V2,PROD0010,交易确认,交易,交易部,交易部_5号员工,STEP002,1.0,0.68,2023-06-23 10:42:08,2023-06-23 11:22:45,已完成
PROD0010_V2_STEP004,PROD0010_V2,PROD0010,清算数据接收,清算,清算部,清算部_3号员工,STEP003,2.0,0.92,2023-06-23 11:22:45,2023-06-23 12:17:55,已完成
PROD0010_V2_STEP005,PROD0010_V2,PROD0010,清算处理,清算,清算部,清算部_5号员工,STEP004,3.0,2.61,2023-06-23 12:17:55,2023-06-23 14:54:30,已完成
PROD0010_V2_STEP006,PROD0010_V2,PROD0010,托管行清算核对,清算,清算部,清算部_3号员工,STEP005,2.0,1.35,2023-06-23 14:54:30,2023-06-23 16:15:22,已完成
PROD0010_V2_STEP007,PROD0010_V2,PROD0010,估值数据准备,估值,估值部,估值部_5号员工,STEP006,2.0,0.98,2023-06-23 16:15:22,2023-06-23 17:14:19,已完成
PROD0010_V2_STEP008,PROD0010_V2,PROD0010,估值计算,估值,估值部,估值部_1号员工,STEP007,3.0,2.46,2023-06-23 17:14:19,2023-06-23 19:41:42,有问题
PROD0010_V2_STEP009,PROD0010_V2,PROD0010,托管行估值核对,估值,估值部,估值部_5号员工,STEP008,2.0,1.59,2023-06-23 19:41:42,2023-06-23 21:17:05,已完成
PROD0010_V2_STEP010,PROD0010_V2,PROD0010,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.72,2023-06-23 21:17:05,2023-06-23 22:00:00,已完成
PROD0010_V2_STEP011,PROD0010_V2,PROD0010,信息披露准备,披露,披露部,披露部_2号员工,STEP010,2.0,1.36,2023-06-23 22:00:00,2023-06-23 23:21:39,已完成
PROD0010_V2_STEP012,PROD0010_V2,PROD0010,信息披露审核,披露,披露部,披露部_3号员工,STEP011,2.0,1.18,2023-06-23 23:21:39,2023-06-24 00:32:22,已完成
PROD0010_V2_STEP013,PROD0010_V2,PROD0010,信息披露发布,披露,披露部,披露部_5号员工,STEP012,1.0,0.66,2023-06-24 00:32:22,2023-06-24 01:12:01,已完成
PROD0011_V1_STEP001,PROD0011_V1,PROD0011,交易指令接收,交易,交易部,交易部_2号员工,,1.0,0.51,2023-09-22 09:00:00,2023-09-22 09:30:53,已完成
PROD0011_V1_STEP002,PROD0011_V1,PROD0011,交易执行,交易,交易部,交易部_5号员工,STEP001,2.0,1.3,2023-09-22 09:30:53,2023-09-22 10:48:38,已完成
PROD0011_V1_STEP003,PROD0011_V1,PROD0011,交易确认,交易,交易部,交易部_3号员工,STEP002,1.0,0.73,2023-09-22 10:48:38,2023-09-22 11:32:21,已完成
PROD0011_V1_STEP004,PROD0011_V1,PROD0011,清算数据接收,清算,清算部,清算部_4号员工,STEP003,2.0,0.86,2023-09-22 11:32:21,2023-09-22 12:24:10,已完成
PROD0011_V1_STEP005,PROD0011_V1,PROD0011,清算处理,清算,清算部,清算部_2号员工,STEP004,3.0,1.7,2023-09-22 12:24:10,2023-09-22 14:06:18,已完成
PROD0011_V1_STEP006,PROD0011_V1,PROD0011,托管行清算核对,清算,清算部,清算部_2号员工,STEP005,2.0,0.96,2023-09-22 14:06:18,2023-09-22 15:04:01,已完成
PROD0011_V1_STEP007,PROD0011_V1,PROD0011,估值数据准备,估值,估值部,估值部_3号员工,STEP006,2.0,1.1,2023-09-22 15:04:01,2023-09-22 16:10:03,有问题
PROD0011_V1_STEP008,PROD0011_V1,PROD0011,估值计算,估值,估值部,估值部_2号员工,STEP007,3.0,2.17,2023-09-22 16:10:03,2023-09-22 18:20:24,已完成
PROD0011_V1_STEP009,PROD0011_V1,PROD0011,托管行估值核对,估值,估值部,估值部_3号员工,STEP008,2.0,1.57,2023-09-22 18:20:24,2023-09-22 19:54:48,有问题
PROD0011_V1_STEP010,PROD0011_V1,PROD0011,估值结果确认,估值,估值部,估值部_5号员工,STEP009,1.0,0.46,2023-09-22 19:54:48,2023-09-22 20:22:35,已完成
PROD0011_V1_STEP011,PROD0011_V1,PROD0011,信息披露准备,披露,披露部,披露部_1号员工,STEP010,2.0,0.91,2023-09-22 20:22:35,2023-09-22 21:16:58,有问题
PROD0011_V1_STEP012,PROD0011_V1,PROD0011,信息披露审核,披露,披露部,披露部_5号员工,STEP011,2.0,1.13,2023-09-22 21:16:58,2023-09-22 22:24:49,已完成
PROD0011_V1_STEP013,PROD0011_V1,PROD0011,信息披露发布,披露,披露部,披露部_2号员工,STEP012,1.0,0.52,2023-09-22 22:24:49,2023-09-22 22:55:51,有问题
PROD0011_V2_STEP001,PROD0011_V2,PROD0011,交易指令接收,交易,交易部,交易部_1号员工,,1.0,0.66,2023-11-04 09:00:00,2023-11-04 09:39:44,已完成
PROD0011_V2_STEP002,PROD0011_V2,PROD0011,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,1.26,2023-11-04 09:39:44,2023-11-04 10:55:17,已完成
PROD0011_V2_STEP003,PROD0011_V2,PROD0011,交易确认,交易,交易部,交易部_5号员工,STEP002,1.0,0.45,2023-11-04 10:55:17,2023-11-04 11:22:16,有问题
PROD0011_V2_STEP004,PROD0011_V2,PROD0011,清算数据接收,清算,清算部,清算部_4号员工,STEP003,2.0,1.08,2023-11-04 11:22:16,2023-11-04 12:27:13,已完成
PROD0011_V2_STEP005,PROD0011_V2,PROD0011,清算处理,清算,清算部,清算部_2号员工,STEP004,3.0,2.6,2023-11-04 12:27:13,2023-11-04 15:03:25,已完成
PROD0011_V2_STEP006,PROD0011_V2,PROD0011,托管行清算核对,清算,清算部,清算部_4号员工,STEP005,2.0,1.34,2023-11-04 15:03:25,2023-11-04 16:23:45,已完成
PROD0011_V2_STEP007,PROD0011_V2,PROD0011,估值数据准备,估值,估值部,估值部_5号员工,STEP006,2.0,1.43,2023-11-04 16:23:45,2023-11-04 17:49:39,已完成
PROD0011_V2_STEP008,PROD0011_V2,PROD0011,估值计算,估值,估值部,估值部_2号员工,STEP007,3.0,2.82,2023-11-04 17:49:39,2023-11-04 20:39:02,已完成
PROD0011_V2_STEP009,PROD0011_V2,PROD0011,托管行估值核对,估值,估值部,估值部_2号员工,STEP008,2.0,1.23,2023-11-04 20:39:02,2023-11-04 21:53:01,已完成
PROD0011_V2_STEP010,PROD0011_V2,PROD0011,估值结果确认,估值,估值部,估值部_4号员工,STEP009,1.0,0.61,2023-11-04 21:53:01,2023-11-04 22:29:33,有问题
PROD0011_V2_STEP011,PROD0011_V2,PROD0011,信息披露准备,披露,披露部,披露部_1号员工,STEP010,2.0,1.47,2023-11-04 22:29:33,2023-11-04 23:58:00,已完成
PROD0011_V2_STEP012,PROD0011_V2,PROD0011,信息披露审核,披露,披露部,披露部_5号员工,STEP011,2.0,1.06,2023-11-04 23:58:00,2023-11-05 01:01:50,已完成
PROD0011_V2_STEP013,PROD0011_V2,PROD0011,信息披露发布,披露,披露部,披露部_3号员工,STEP012,1.0,0.42,2023-11-05 01:01:50,2023-11-05 01:27:08,已完成
PROD0012_V1_STEP001,PROD0012_V1,PROD0012,交易指令接收,交易,交易部,交易部_2号员工,,1.0,0.43,2023-12-05 09:00:00,2023-12-05 09:25:48,已完成
PROD0012_V1_STEP002,PROD0012_V1,PROD0012,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,1.23,2023-12-05 09:25:48,2023-12-05 10:39:28,已完成
PROD0012_V1_STEP003,PROD0012_V1,PROD0012,清算处理,清算,清算部,清算部_3号员工,STEP002,2.0,1.46,2023-12-05 10:39:28,2023-12-05 12:07:10,已完成
PROD0012_V1_STEP004,PROD0012_V1,PROD0012,托管行清算核对,清算,清算部,清算部_3号员工,STEP003,2.0,0.97,2023-12-05 12:07:10,2023-12-05 13:05:11,已完成
PROD0012_V1_STEP005,PROD0012_V1,PROD0012,估值计算,估值,估值部,估值部_2号员工,STEP004,2.0,1.39,2023-12-05 13:05:11,2023-12-05 14:28:51,有问题
PROD0012_V1_STEP006,PROD0012_V1,PROD0012,托管行估值核对,估值,估值部,估值部_4号员工,STEP005,2.0,1.42,2023-12-05 14:28:51,2023-12-05 15:53:46,已完成
PROD0012_V1_STEP007,PROD0012_V1,PROD0012,信息披露,披露,披露部,披露部_4号员工,STEP006,1.0,0.73,2023-12-05 15:53:46,2023-12-05 16:37:34,已完成
PROD0013_V1_STEP001,PROD0013_V1,PROD0013,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.59,2023-08-19 09:00:00,2023-08-19 09:35:31,有问题
PROD0013_V1_STEP002,PROD0013_V1,PROD0013,交易执行,交易,交易部,交易部_4号员工,STEP001,2.0,1.04,2023-08-19 09:35:31,2023-08-19 10:38:09,有问题
PROD0013_V1_STEP003,PROD0013_V1,PROD0013,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.41,2023-08-19 10:38:09,2023-08-19 11:02:56,已完成
PROD0013_V1_STEP004,PROD0013_V1,PROD0013,清算数据接收,清算,清算部,清算部_4号员工,STEP003,2.0,0.98,2023-08-19 11:02:56,2023-08-19 12:01:51,已完成
PROD0013_V1_STEP005,PROD0013_V1,PROD0013,清算处理,清算,清算部,清算部_3号员工,STEP004,3.0,2.75,2023-08-19 12:01:51,2023-08-19 14:46:37,已完成
PROD0013_V1_STEP006,PROD0013_V1,PROD0013,托管行清算核对,清算,清算部,清算部_2号员工,STEP005,2.0,1.04,2023-08-19 14:46:37,2023-08-19 15:48:46,已完成
PROD0013_V1_STEP007,PROD0013_V1,PROD0013,估值数据准备,估值,估值部,估值部_5号员工,STEP006,2.0,1.47,2023-08-19 15:48:46,2023-08-19 17:16:58,已完成
PROD0013_V1_STEP008,PROD0013_V1,PROD0013,估值计算,估值,估值部,估值部_3号员工,STEP007,3.0,2.48,2023-08-19 17:16:58,2023-08-19 19:45:47,已完成
PROD0013_V1_STEP009,PROD0013_V1,PROD0013,托管行估值核对,估值,估值部,估值部_2号员工,STEP008,2.0,1.6,2023-08-19 19:45:47,2023-08-19 21:21:56,已完成
PROD0013_V1_STEP010,PROD0013_V1,PROD0013,估值结果确认,估值,估值部,估值部_5号员工,STEP009,1.0,0.57,2023-08-19 21:21:56,2023-08-19 21:56:02,已完成
PROD0013_V1_STEP011,PROD0013_V1,PROD0013,信息披露准备,披露,披露部,披露部_4号员工,STEP010,2.0,1.11,2023-08-19 21:56:02,2023-08-19 23:02:30,已完成
PROD0013_V1_STEP012,PROD0013_V1,PROD0013,信息披露审核,披露,披露部,披露部_4号员工,STEP011,2.0,1.33,2023-08-19 23:02:30,2023-08-20 00:22:14,有问题
PROD0013_V1_STEP013,PROD0013_V1,PROD0013,信息披露发布,披露,披露部,披露部_1号员工,STEP012,1.0,0.67,2023-08-20 00:22:14,2023-08-20 01:02:10,已完成
PROD0014_V1_STEP001,PROD0014_V1,PROD0014,交易指令接收,交易,交易部,交易部_1号员工,,0.5,0.41,2023-05-13 09:00:00,2023-05-13 09:24:38,已完成
PROD0014_V1_STEP002,PROD0014_V1,PROD0014,交易执行,交易,交易部,交易部_3号员工,STEP001,1.0,0.68,2023-05-13 09:24:38,2023-05-13 10:05:33,有问题
PROD0014_V1_STEP003,PROD0014_V1,PROD0014,清算处理,清算,清算部,清算部_1号员工,STEP002,1.0,0.49,2023-05-13 10:05:33,2023-05-13 10:35:14,已完成
PROD0014_V1_STEP004,PROD0014_V1,PROD0014,估值计算,估值,估值部,估值部_4号员工,STEP003,1.0,0.64,2023-05-13 10:35:14,2023-05-13 11:13:40,有问题
PROD0014_V1_STEP005,PROD0014_V1,PROD0014,托管行核对,估值,估值部,估值部_5号员工,STEP004,1.0,0.59,2023-05-13 11:13:40,2023-05-13 11:49:12,已完成
PROD0014_V1_STEP006,PROD0014_V1,PROD0014,信息披露,披露,披露部,披露部_3号员工,STEP005,0.5,0.34,2023-05-13 11:49:12,2023-05-13 12:09:30,已完成
PROD0014_V2_STEP001,PROD0014_V2,PROD0014,交易指令接收,交易,交易部,交易部_2号员工,,0.5,0.24,2023-02-18 09:00:00,2023-02-18 09:14:31,已完成
PROD0014_V2_STEP002,PROD0014_V2,PROD0014,交易执行,交易,交易部,交易部_3号员工,STEP001,1.0,0.45,2023-02-18 09:14:31,2023-02-18 09:41:31,已完成
PROD0014_V2_STEP003,PROD0014_V2,PROD0014,清算处理,清算,清算部,清算部_2号员工,STEP002,1.0,0.74,2023-02-18 09:41:31,2023-02-18 10:25:39,已完成
PROD0014_V2_STEP004,PROD0014_V2,PROD0014,估值计算,估值,估值部,估值部_4号员工,STEP003,1.0,0.62,2023-02-18 10:25:39,2023-02-18 11:02:59,有问题
PROD0014_V2_STEP005,PROD0014_V2,PROD0014,托管行核对,估值,估值部,估值部_1号员工,STEP004,1.0,0.54,2023-02-18 11:02:59,2023-02-18 11:35:29,已完成
PROD0014_V2_STEP006,PROD0014_V2,PROD0014,信息披露,披露,披露部,披露部_1号员工,STEP005,0.5,0.35,2023-02-18 11:35:29,2023-02-18 11:56:31,已完成
PROD0015_V1_STEP001,PROD0015_V1,PROD0015,交易指令接收,交易,交易部,交易部_5号员工,,1.0,0.68,2023-08-25 09:00:00,2023-08-25 09:40:45,已完成
PROD0015_V1_STEP002,PROD0015_V1,PROD0015,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,1.32,2023-08-25 09:40:45,2023-08-25 11:00:02,有问题
PROD0015_V1_STEP003,PROD0015_V1,PROD0015,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.57,2023-08-25 11:00:02,2023-08-25 11:34:11,已完成
PROD0015_V1_STEP004,PROD0015_V1,PROD0015,清算数据接收,清算,清算部,清算部_4号员工,STEP003,2.0,0.85,2023-08-25 11:34:11,2023-08-25 12:25:10,已完成
PROD0015_V1_STEP005,PROD0015_V1,PROD0015,清算处理,清算,清算部,清算部_3号员工,STEP004,3.0,3.0,2023-08-25 12:25:10,2023-08-25 15:25:01,已完成
PROD0015_V1_STEP006,PROD0015_V1,PROD0015,托管行清算核对,清算,清算部,清算部_2号员工,STEP005,2.0,0.9,2023-08-25 15:25:01,2023-08-25 16:18:55,已完成
PROD0015_V1_STEP007,PROD0015_V1,PROD0015,估值数据准备,估值,估值部,估值部_4号员工,STEP006,2.0,1.39,2023-08-25 16:18:55,2023-08-25 17:42:13,已完成
PROD0015_V1_STEP008,PROD0015_V1,PROD0015,估值计算,估值,估值部,估值部_3号员工,STEP007,3.0,2.82,2023-08-25 17:42:13,2023-08-25 20:31:42,有问题
PROD0015_V1_STEP009,PROD0015_V1,PROD0015,托管行估值核对,估值,估值部,估值部_5号员工,STEP008,2.0,2.2,2023-08-25 20:31:42,2023-08-25 22:43:33,已完成
PROD0015_V1_STEP010,PROD0015_V1,PROD0015,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.52,2023-08-25 22:43:33,2023-08-25 23:14:59,已完成
PROD0015_V1_STEP011,PROD0015_V1,PROD0015,信息披露准备,披露,披露部,披露部_3号员工,STEP010,2.0,1.5,2023-08-25 23:14:59,2023-08-26 00:44:55,有问题
PROD0015_V1_STEP012,PROD0015_V1,PROD0015,信息披露审核,披露,披露部,披露部_4号员工,STEP011,2.0,1.28,2023-08-26 00:44:55,2023-08-26 02:01:46,已完成
PROD0015_V1_STEP013,PROD0015_V1,PROD0015,信息披露发布,披露,披露部,披露部_4号员工,STEP012,1.0,0.48,2023-08-26 02:01:46,2023-08-26 02:30:19,已完成
PROD0016_V1_STEP001,PROD0016_V1,PROD0016,交易指令接收,交易,交易部,交易部_1号员工,,1.0,0.47,2023-08-17 09:00:00,2023-08-17 09:28:00,已完成
PROD0016_V1_STEP002,PROD0016_V1,PROD0016,交易执行,交易,交易部,交易部_3号员工,STEP001,2.0,1.49,2023-08-17 09:28:00,2023-08-17 10:57:29,已完成
PROD0016_V1_STEP003,PROD0016_V1,PROD0016,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.75,2023-08-17 10:57:29,2023-08-17 11:42:17,有问题
PROD0016_V1_STEP004,PROD0016_V1,PROD0016,清算数据接收,清算,清算部,清算部_2号员工,STEP003,2.0,1.14,2023-08-17 11:42:17,2023-08-17 12:50:28,有问题
PROD0016_V1_STEP005,PROD0016_V1,PROD0016,清算处理,清算,清算部,清算部_1号员工,STEP004,3.0,1.76,2023-08-17 12:50:28,2023-08-17 14:35:54,有问题
PROD0016_V1_STEP006,PROD0016_V1,PROD0016,托管行清算核对,清算,清算部,清算部_1号员工,STEP005,2.0,1.35,2023-08-17 14:35:54,2023-08-17 15:56:47,已完成
PROD0016_V1_STEP007,PROD0016_V1,PROD0016,估值数据准备,估值,估值部,估值部_2号员工,STEP006,2.0,0.95,2023-08-17 15:56:47,2023-08-17 16:53:56,已完成
PROD0016_V1_STEP008,PROD0016_V1,PROD0016,估值计算,估值,估值部,估值部_4号员工,STEP007,3.0,2.53,2023-08-17 16:53:56,2023-08-17 19:25:57,已完成
PROD0016_V1_STEP009,PROD0016_V1,PROD0016,托管行估值核对,估值,估值部,估值部_4号员工,STEP008,2.0,1.85,2023-08-17 19:25:57,2023-08-17 21:17:12,已完成
PROD0016_V1_STEP010,PROD0016_V1,PROD0016,估值结果确认,估值,估值部,估值部_5号员工,STEP009,1.0,0.44,2023-08-17 21:17:12,2023-08-17 21:43:39,已完成
PROD0016_V1_STEP011,PROD0016_V1,PROD0016,信息披露准备,披露,披露部,披露部_1号员工,STEP010,2.0,1.16,2023-08-17 21:43:39,2023-08-17 22:53:13,已完成
PROD0016_V1_STEP012,PROD0016_V1,PROD0016,信息披露审核,披露,披露部,披露部_5号员工,STEP011,2.0,1.48,2023-08-17 22:53:13,2023-08-18 00:22:18,有问题
PROD0016_V1_STEP013,PROD0016_V1,PROD0016,信息披露发布,披露,披露部,披露部_4号员工,STEP012,1.0,0.69,2023-08-18 00:22:18,2023-08-18 01:03:54,有问题
PROD0016_V2_STEP001,PROD0016_V2,PROD0016,交易指令接收,交易,交易部,交易部_1号员工,,1.0,0.42,2023-09-09 09:00:00,2023-09-09 09:25:05,已完成
PROD0016_V2_STEP002,PROD0016_V2,PROD0016,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,1.01,2023-09-09 09:25:05,2023-09-09 10:25:33,已完成
PROD0016_V2_STEP003,PROD0016_V2,PROD0016,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.64,2023-09-09 10:25:33,2023-09-09 11:03:58,已完成
